"Id ICV";"Id situation";"Date de création";"Date de modification";"Date de début";"Date de fin";"Jours de diffusion";"Période de diffusion";"Titre";"Catégorie";"ICV récurrente";"Média";"Code CP";"Statut";"Priorité";"Type";"Motif Solférino";"Lignes";"ICV digital intitulé";"ICV digital message vers météo du trafic et push";"ICV digital message détaillé";"Texte de l’ICV gare et bord";"Axes";"Gares";"Codes mission";"Numéros de course"
"32c8ed62-e2f3-41cc-ae88-48d3727019e8";"4d7d3081-52d2-4571-a7fe-9ea073aacc79";"20/11/2024 07:00:49";"20/11/2024 07:23:33";"20/11/2024 07:00:49";"20/11/2024 07:23:33";"";"";"D-156708 ROSA Gene de circ...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Annulée";"0";"Texte";"156708 ROSA Gene de circulation à Corbeil (sur sa mission précedent)";"D";"N/A";"N/A";"N/A";"Ligne D Allongement de temps de trajet 10 minutes pour le train ROSA de Melun vers Corbeil-Essonnes de 06h41. Motif attente d'autorisation d'accès au réseau.";"Melun > Corbeil-Essonnes";"";"";""
"32c8ed62-e2f3-41cc-ae88-48d3727019e8";"4d7d3081-52d2-4571-a7fe-9ea073aacc79";"20/11/2024 07:00:49";"20/11/2024 07:23:33";"20/11/2024 07:00:49";"20/11/2024 07:23:33";"";"";"D-156708 ROSA Gene de circ...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Annulée";"0";"Bas de page";"156708 ROSA Gene de circulation à Corbeil (sur sa mission précedent)";"D";"N/A";"N/A";"N/A";"Ligne D Allongement de temps de trajet 10 minutes pour le train ROSA de Melun vers Corbeil-Essonnes de 06h41. Motif attente d'autorisation d'accès au réseau.";"Melun > Corbeil-Essonnes";"Boissise-le-Roi, Corbeil-Essonnes, Le Coudray-Montceaux, Essonnes Robinson, Le Plessis Chenet, Melun, Ponthierry - Pringy, Saint-Fargeau, Villabé, Vosves";"";""
"dd627ce1-64a3-4dfe-842b-9c87751ef206";"5f525eec-2a92-421f-8fa9-75e2528acd98";"20/11/2024 07:03:06";"20/11/2024 07:03:06";"20/11/2024 07:03:02";"20/11/2024 07:13:00";"";"";"7105";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Texte et Sonore";"Ligne P Correspondance GIV 20/11";"P";"N/A";"N/A";"N/A";"Bonjour , votre prochain train FOMO prévu voie D en gare de Meaux.";"";"";"";"117105"
"686db57a-e45f-472c-9b86-28692637d062";"N/A";"20/11/2024 07:06:36";"20/11/2024 07:06:36";"20/11/2024 07:06:36";"20/11/2024 07:16:00";"";"";"134515";"Commerciale - Événementielle";"Non";"Bord";"";"Echue";"4";"Texte";"N/A";"L";"N/A";"N/A";"N/A";"Votre train circule avec un allongement de son temps de parcours.
Motif: gêne de la circulation, régulation du trafic.";"";"";"";"134515"
"9aa498fb-e058-4644-bf23-c9217e17d5b3";"5f525eec-2a92-421f-8fa9-75e2528acd98";"20/11/2024 07:08:34";"20/11/2024 07:08:34";"20/11/2024 07:08:33";"20/11/2024 11:07:00";"";"";"3607";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Texte et Sonore";"Ligne P Correspondance GIV 20/11";"P";"N/A";"N/A";"N/A";"Bonjour votre navette est prévue sur la voie C en gare d'ESbly.";"";"Vaires - Torcy";"";"113607"
"f5d734da-e914-4072-a7fa-089f846773ec";"N/A";"20/11/2024 07:11:21";"20/11/2024 07:11:21";"20/11/2024 07:11:21";"20/11/2024 07:21:00";"";"";"130736";"Commerciale - Événementielle";"Non";"Bord";"";"Echue";"4";"Texte";"N/A";"J";"N/A";"N/A";"N/A";"Votre train circule avec un allongement de son temps de parcours. 
Motif: conditions de départ non réunies à Mantes-la-Jolie.";"";"";"";"130736"
"a88ee0d9-c36c-42e4-9407-606e07ebc6e9";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:21:08";"20/11/2024 07:23:51";"20/11/2024 07:21:05";"20/11/2024 07:23:51";"";"";"ICV Zéro J4 - J6 Accident...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Annulée";"1";"Texte";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Ligne J. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Paris Saint-Lazare <> Boissy-l'Aillerie, Paris Saint-Lazare <> Conflans Ste-H., Paris Saint-Lazare <> Ermont - Eaubonne, Paris Saint-Lazare <> Gisors, Paris Saint-Lazare <> Les Mureaux, Paris Saint-Lazare <> Mantes-la-Jolie, Paris Saint-Lazare <> Pontoise, Paris Saint-Lazare <> Vernon - Giverny";"";"";""
"a88ee0d9-c36c-42e4-9407-606e07ebc6e9";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:21:08";"20/11/2024 07:23:51";"20/11/2024 07:21:05";"20/11/2024 07:23:51";"";"";"ICV Zéro J4 - J6 Accident...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Annulée";"1";"Bas de page";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Ligne J. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Paris Saint-Lazare <> Ermont - Eaubonne, Paris Saint-Lazare <> Gisors, Paris Saint-Lazare <> Mantes-la-Jolie";"Paris Saint-Lazare, Asnières-sur-Seine, Bois-Colombes, Colombes, Le Stade, Argenteuil, Sannois, Ermont - Eaubonne, Val d'Argenteuil, Cormeilles-en-Parisis, La Frette - Montigny, Herblay, Conflans-Sainte-Honorine, Éragny - Neuville, Saint-Ouen-l'Aumône Quartier de l'Église, Pontoise, Osny, Boissy-l'Aillerie, Montgeroult - Courcelles, Us, Santeuil - Le Perchay, Chars, Lavilletertre, Liancourt-Saint-Pierre, Chaumont-en-Vexin, Trie-Château, Gisors, Conflans Fin d'Oise, Maurecourt, Andrésy, Chanteloup-les-Vignes, Triel-sur-Seine, Vaux-sur-Seine, Thun le Paradis, Meulan - Hardricourt, Juziers, Gargenville, Issou - Porcheville, Limay, Mantes-Station, Mantes-la-Jolie";"";""
"3db0e625-54ab-4dce-91b7-38ec87ec9f9c";"22538443-c040-4c3f-8e18-2d76196d82df";"20/11/2024 07:23:45";"20/11/2024 07:26:27";"20/11/2024 07:23:44";"20/11/2024 07:26:27";"";"";"ICV Zéro Arbre sur la voi...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Annulée";"1";"Texte";"Arbre sur la voie (secteur Le Perray) ";"N";"N/A";"N/A";"N/A";"Ligne N. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Rambouillet > Paris Montparnasse";"";"";""
"3db0e625-54ab-4dce-91b7-38ec87ec9f9c";"22538443-c040-4c3f-8e18-2d76196d82df";"20/11/2024 07:23:45";"20/11/2024 07:26:27";"20/11/2024 07:23:44";"20/11/2024 07:26:27";"";"";"ICV Zéro Arbre sur la voi...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Annulée";"1";"Bas de page";"Arbre sur la voie (secteur Le Perray) ";"N";"N/A";"N/A";"N/A";"Ligne N. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Rambouillet > Paris Montparnasse";"Rambouillet, Le Perray, Les Essarts-le-Roi, Coignières, La Verrière, Trappes, Saint-Quentin en Yvelines - Montigny-le-Bretonneux, Saint-Cyr, Versailles Chantiers, Viroflay Rive Gauche, Chaville Rive Gauche, Sèvres Rive Gauche, Bellevue, Meudon, Clamart, Vanves - Malakoff, Paris Montparnasse";"";""
"1463ab53-9446-4f9a-9255-4a4223b51e3d";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:23:52";"20/11/2024 09:46:06";"20/11/2024 09:46:05";"20/11/2024 09:56:00";"";"";"J-J4 - J6 Accident de pers...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Echue";"0";"Texte et Sonore";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Ligne J. Trafic perturbé Paris - Ermont, Paris - Mantes via Conflans Ste-H. et Paris - Gisors jusqu'à 11h. Motif : accident de personne à Colombes.";"Paris Saint-Lazare <> Ermont - Eaubonne, Paris Saint-Lazare <> Gisors, Paris Saint-Lazare <> Mantes-la-Jolie";"";"";""
"1463ab53-9446-4f9a-9255-4a4223b51e3d";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:23:52";"20/11/2024 09:46:06";"20/11/2024 09:46:05";"20/11/2024 11:00:00";"";"";"J-J4 - J6 Accident de pers...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Echue";"0";"Bas de page";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Ligne J. Trafic perturbé Paris - Ermont, Paris - Mantes via Conflans Ste-H. et Paris - Gisors jusqu'à 11h. Motif : accident de personne à Colombes.";"Paris Saint-Lazare <> Ermont - Eaubonne, Paris Saint-Lazare <> Gisors, Paris Saint-Lazare <> Mantes-la-Jolie";"Argenteuil, Asnières-sur-Seine, Bois-Colombes, Colombes, Ermont - Eaubonne, Le Stade, Paris Saint-Lazare, Sannois, Boissy-l'Aillerie, Chars, Chaumont-en-Vexin, Conflans-Sainte-Honorine, Cormeilles-en-Parisis, Éragny - Neuville, Gisors, Herblay, La Frette - Montigny, Lavilletertre, Liancourt-Saint-Pierre, Montgeroult - Courcelles, Osny, Pontoise, Santeuil - Le Perchay, Saint-Ouen-l'Aumône Quartier de l'Église, Trie-Château, Us, Val d'Argenteuil, Andrésy, Chanteloup-les-Vignes, Conflans Fin d'Oise, Gargenville, Issou - Porcheville, Juziers, Limay, Mantes-la-Jolie, Mantes-Station, Maurecourt, Meulan - Hardricourt, Thun le Paradis, Triel-sur-Seine, Vaux-sur-Seine";"";""
"ad23347b-b759-4fb9-9533-815fae7d2986";"22538443-c040-4c3f-8e18-2d76196d82df";"20/11/2024 07:26:27";"20/11/2024 08:55:36";"20/11/2024 08:55:36";"20/11/2024 09:05:00";"";"";"N-Arbre sur la voie (secte...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Echue";"0";"Texte";"Arbre sur la voie (secteur Le Perray) ";"N";"N/A";"N/A";"N/A";"Ligne N. Le trafic est ralenti de Rambouillet vers Paris Montparnasse. Motif : obstacle sur la voie dans le secteur du Perray.";"Rambouillet > Paris Montparnasse";"";"";""
"ad23347b-b759-4fb9-9533-815fae7d2986";"22538443-c040-4c3f-8e18-2d76196d82df";"20/11/2024 07:26:27";"20/11/2024 08:55:36";"20/11/2024 08:55:36";"20/11/2024 10:00:00";"";"";"N-Arbre sur la voie (secte...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Echue";"0";"Bas de page";"Arbre sur la voie (secteur Le Perray) ";"N";"N/A";"N/A";"N/A";"Ligne N. Le trafic est ralenti de Rambouillet vers Paris Montparnasse. Motif : obstacle sur la voie dans le secteur du Perray.";"Rambouillet > Paris Montparnasse";"Bellevue, Chaville Rive Gauche, Clamart, Coignières, Les Essarts-le-Roi, La Verrière, Le Perray, Meudon, Paris Montparnasse, Rambouillet, Saint-Cyr, Sèvres Rive Gauche, Saint-Quentin en Yvelines - Montigny-le-Bretonneux, Trappes, Vanves - Malakoff, Versailles Chantiers, Viroflay Rive Gauche";"";""
"5f692cfa-4c40-4561-b4b2-2767c3c52cb1";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:26:33";"20/11/2024 09:44:42";"20/11/2024 09:44:41";"20/11/2024 11:00:00";"";"";"J-J4 - J6 Accident de pers...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Echue";"0";"Bas de page";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Ligne J. Trafic perturbé Paris - Ermont, Paris - Mantes via Conflans Ste-H. et Paris - Gisors jusqu'à 11h. Motif : accident de personne à Colombes.";"";"Asnières-sur-Seine, Bois-Colombes, Colombes, Le Stade, Argenteuil";"";""
"d46a8131-a5ab-42b4-95a7-0a24e0b3d91b";"5f525eec-2a92-421f-8fa9-75e2528acd98";"20/11/2024 07:42:59";"20/11/2024 07:42:59";"20/11/2024 07:42:56";"20/11/2024 11:42:00";"";"";"3609";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Texte et Sonore";"Ligne P Correspondance GIV 20/11";"P";"N/A";"N/A";"N/A";"Bonjour votre navette est prévue sur la voie C en gare d'ESbly.";"";"Vaires - Torcy";"";"113609"
"b12fc59d-931b-4d88-a783-7b5b4ff6c1e4";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:53:04";"20/11/2024 08:59:58";"20/11/2024 07:53:03";"20/11/2024 08:59:58";"";"";"PEC CBK>ARW";"Situation perturbée inopinée";"Non";"Gare";"";"Annulée";"0";"Pleine page";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Pour vous rendre à Argenteuil, veuillez emprunter le bus 304 jusqu'à Eglise de Colombes, puis le bus 164 jusqu'à Maurice Utrillo, puis le bus 272 jusqu'à Argenteuil";"Paris Saint-Lazare > Boissy-l'Aillerie, Paris Saint-Lazare > Conflans Ste-H., Paris Saint-Lazare > Ermont - Eaubonne, Paris Saint-Lazare > Gisors, Paris Saint-Lazare > Mantes-la-Jolie, Paris Saint-Lazare > Pontoise";"Colombes";"";""
"5c7a1eb7-aa0b-4ef0-88fe-c17ab2a160ba";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:53:04";"20/11/2024 09:00:00";"20/11/2024 08:43:55";"20/11/2024 09:00:00";"";"";"PEC BCO>ARW";"Situation perturbée inopinée";"Non";"Gare";"";"Annulée";"0";"Pleine page";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Pour vous rendre à Argenteuil, veuillez marcher jusqu'à Jaurès, puis le bus 140 jusqu'à Argenteuil";"Paris Saint-Lazare > Boissy-l'Aillerie, Paris Saint-Lazare > Conflans Ste-H., Paris Saint-Lazare > Ermont - Eaubonne, Paris Saint-Lazare > Gisors, Paris Saint-Lazare > Mantes-la-Jolie, Paris Saint-Lazare > Pontoise";"Bois-Colombes";"";""
"9c8d0d46-cf03-40ef-9c21-f9b2ae4057f8";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:53:04";"20/11/2024 09:00:01";"20/11/2024 08:45:05";"20/11/2024 09:00:01";"";"";"PEC BCO>PSL";"Situation perturbée inopinée";"Non";"Gare";"";"Annulée";"0";"Pleine page";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Pour vous rendre à Paris Saint-Lazare, veuillez marcher jusqu'à Bécon les Bruyères, puis la ligne L jusqu'à Paris Saint-Lazare";"Boissy-l'Aillerie > Paris Saint-Lazare, Conflans Ste-H. > Paris Saint-Lazare, Ermont - Eaubonne > Paris Saint-Lazare, Gisors > Paris Saint-Lazare, Mantes-la-Jolie > Paris Saint-Lazare, Pontoise > Paris Saint-Lazare";"Bois-Colombes";"";""
"4400f887-3be5-45ac-875d-4d9547d0e9cc";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:53:04";"20/11/2024 08:59:59";"20/11/2024 07:53:03";"20/11/2024 08:59:59";"";"";"PEC LSD>ARW";"Situation perturbée inopinée";"Non";"Gare";"";"Annulée";"0";"Pleine page";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Pour vous rendre à Argenteuil, veuillez marcher jusqu'à Solférino / Stalingrad - Jean Jacques Rousseau, puis le bus 140 jusqu'à Borderel - Héloïse, puis marcher jusqu'à Argenteuil";"Paris Saint-Lazare > Boissy-l'Aillerie, Paris Saint-Lazare > Conflans Ste-H., Paris Saint-Lazare > Ermont - Eaubonne, Paris Saint-Lazare > Gisors, Paris Saint-Lazare > Mantes-la-Jolie, Paris Saint-Lazare > Pontoise";"Le Stade";"";""
"22c4b0b2-e509-4d11-85cd-1d1364e95672";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:53:04";"20/11/2024 09:00:02";"20/11/2024 08:45:32";"20/11/2024 09:00:02";"";"";"PEC AEE>ARW";"Situation perturbée inopinée";"Non";"Gare";"";"Annulée";"0";"Bas de page";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Pour vous rendre à Argenteuil, veuillez emprunter la ligne L jusqu'à Paris Saint-Lazare, puis la ligne J jusqu'à Argenteuil";"Paris Saint-Lazare > Boissy-l'Aillerie, Paris Saint-Lazare > Conflans Ste-H., Paris Saint-Lazare > Ermont - Eaubonne, Paris Saint-Lazare > Gisors, Paris Saint-Lazare > Mantes-la-Jolie, Paris Saint-Lazare > Pontoise";"Asnières-sur-Seine";"";""
"6666a297-00c8-405f-915a-089cceb62265";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:53:04";"20/11/2024 09:00:00";"20/11/2024 08:43:25";"20/11/2024 09:00:00";"";"";"PEC CBK>PSL";"Situation perturbée inopinée";"Non";"Gare";"";"Annulée";"0";"Pleine page";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Pour vous rendre à Paris Saint-Lazare, veuillez emprunter le bus 378 jusqu'à Asnières-G Courtilles, puis le métro 13 jusqu'à Paris Saint-Lazare";"Boissy-l'Aillerie > Paris Saint-Lazare, Conflans Ste-H. > Paris Saint-Lazare, Ermont - Eaubonne > Paris Saint-Lazare, Gisors > Paris Saint-Lazare, Mantes-la-Jolie > Paris Saint-Lazare, Pontoise > Paris Saint-Lazare";"Colombes";"";""
"be295094-11ca-4458-a961-e5edd3329032";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:53:04";"20/11/2024 08:59:59";"20/11/2024 07:53:03";"20/11/2024 08:59:59";"";"";"PEC ARW>PSL";"Situation perturbée inopinée";"Non";"Gare";"";"Annulée";"0";"Bas de page";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Pour vous rendre à Paris Saint-Lazare, veuillez emprunter le bus 140 jusqu'à Gabriel-Péri, puis le métro 13 jusqu'à Paris Saint-Lazare";"Boissy-l'Aillerie > Paris Saint-Lazare, Conflans Ste-H. > Paris Saint-Lazare, Ermont - Eaubonne > Paris Saint-Lazare, Gisors > Paris Saint-Lazare, Mantes-la-Jolie > Paris Saint-Lazare, Pontoise > Paris Saint-Lazare";"Argenteuil";"";""
"c2d2ff3f-7da8-44ff-8a0f-c78766277a0d";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 07:53:04";"20/11/2024 08:59:59";"20/11/2024 07:53:03";"20/11/2024 08:59:59";"";"";"PEC LSD>PSL";"Situation perturbée inopinée";"Non";"Gare";"";"Annulée";"0";"Pleine page";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Pour vous rendre à Paris Saint-Lazare, veuillez emprunter le bus 366 jusqu'à Les Agnettes, puis le métro 13 jusqu'à Paris Saint-Lazare";"Boissy-l'Aillerie > Paris Saint-Lazare, Conflans Ste-H. > Paris Saint-Lazare, Ermont - Eaubonne > Paris Saint-Lazare, Gisors > Paris Saint-Lazare, Mantes-la-Jolie > Paris Saint-Lazare, Pontoise > Paris Saint-Lazare";"Le Stade";"";""
"9ae60119-c74a-4ef2-a37f-04fea9ec4aca";"5af8216b-ef6e-4562-9727-3a6696748e6c";"20/11/2024 07:54:04";"20/11/2024 07:57:41";"20/11/2024 07:54:03";"20/11/2024 07:57:41";"";"";"ICV Zéro 150004 => Panne ...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Annulée";"1";"Texte";"150004 => Panne materiel ( Application du guide de dépannage en cours )";"D";"N/A";"N/A";"N/A";"Ligne D. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Melun > Goussainville";"";"";""
"9ae60119-c74a-4ef2-a37f-04fea9ec4aca";"5af8216b-ef6e-4562-9727-3a6696748e6c";"20/11/2024 07:54:04";"20/11/2024 07:57:41";"20/11/2024 07:54:03";"20/11/2024 07:57:41";"";"";"ICV Zéro 150004 => Panne ...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Annulée";"1";"Bas de page";"150004 => Panne materiel ( Application du guide de dépannage en cours )";"D";"N/A";"N/A";"N/A";"Ligne D. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Melun > Goussainville";"Melun, Le Mée, Cesson, Savigny-le-Temple - Nandy, Lieusaint - Moissy, Combs-la-Ville - Quincy, Boussy-Saint-Antoine, Brunoy, Yerres, Montgeron - Crosne, Villeneuve-Saint-Georges, Villeneuve Triage, Créteil Pompadour, Le Vert de Maisons, Maisons-Alfort - Alfortville, Paris Gare de Lyon, Châtelet Les Halles, Paris Gare du Nord, Stade de France Saint-Denis, Saint-Denis, Pierrefitte - Stains, Garges - Sarcelles, Villiers-le-Bel - Gonesse - Arnouville, Goussainville";"";""
"02b4f808-a051-49ac-b991-3daa5071fff2";"4ee4af7b-c7b3-4731-a11d-d5d9f56dcee6";"20/11/2024 07:54:19";"20/11/2024 07:59:54";"20/11/2024 07:54:18";"20/11/2024 07:59:54";"";"";"ICV Zéro Ligne P : Défaut...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Annulée";"1";"Texte";"Ligne P : Défaut technique du matériel roulant / IV : Panne d'un train (117120)";"P";"N/A";"N/A";"N/A";"Ligne P. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Meaux <> Château-Thierry, Paris Est <> Meaux";"";"";""
"02b4f808-a051-49ac-b991-3daa5071fff2";"4ee4af7b-c7b3-4731-a11d-d5d9f56dcee6";"20/11/2024 07:54:19";"20/11/2024 07:59:54";"20/11/2024 07:54:18";"20/11/2024 07:59:54";"";"";"ICV Zéro Ligne P : Défaut...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Annulée";"1";"Bas de page";"Ligne P : Défaut technique du matériel roulant / IV : Panne d'un train (117120)";"P";"N/A";"N/A";"N/A";"Ligne P. Un incident vient de se produire sur votre ligne. En attendant des précisions, prévoir des ralentissements.";"Meaux <> Château-Thierry, Paris Est <> Meaux";"Meaux, Trilport, Changis - Saint-Jean, La Ferté-sous-Jouarre, Nanteuil - Saâcy, Nogent-L'Artaud - Charly, Chézy-sur-Marne, Château-Thierry, Paris Est, Chelles - Gournay, Vaires - Torcy, Lagny - Thorigny, Esbly";"";""
"d7c79adb-f4cb-4621-beb9-3522740c29d0";"5af8216b-ef6e-4562-9727-3a6696748e6c";"20/11/2024 07:57:41";"20/11/2024 09:22:52";"20/11/2024 08:51:09";"20/11/2024 09:22:52";"";"";"D-150004 => Panne materiel...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Annulée";"0";"Texte";"150004 => Panne materiel ( Application du guide de dépannage en cours )";"D";"N/A";"N/A";"N/A";"Ligne D. Le trafic est ralenti de Melun vers Paris Gare de Lyon. Motif : panne d'un train à Melun (incident terminé).";"Melun > Goussainville";"";"";""
"d7c79adb-f4cb-4621-beb9-3522740c29d0";"5af8216b-ef6e-4562-9727-3a6696748e6c";"20/11/2024 07:57:41";"20/11/2024 09:22:52";"20/11/2024 08:51:09";"20/11/2024 09:22:52";"";"";"D-150004 => Panne materiel...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Annulée";"0";"Bas de page";"150004 => Panne materiel ( Application du guide de dépannage en cours )";"D";"N/A";"N/A";"N/A";"Ligne D. Le trafic est ralenti de Melun vers Paris Gare de Lyon. Motif : panne d'un train à Melun (incident terminé).";"Melun > Villeneuve S Georges, Villeneuve S Georges > Paris Gare de Lyon";"Le Mée, Lieusaint - Moissy, Melun, Montgeron - Crosne, Savigny-le-Temple - Nandy, Villeneuve-Saint-Georges, Yerres, Boussy-Saint-Antoine, Brunoy, Cesson, Combs-la-Ville - Quincy, Créteil Pompadour, Maisons-Alfort - Alfortville, Paris Gare de Lyon, Le Vert de Maisons, Villeneuve Triage";"";""
"94ba73cc-d131-448d-bb71-fdf7c178666b";"4ee4af7b-c7b3-4731-a11d-d5d9f56dcee6";"20/11/2024 07:59:55";"20/11/2024 08:24:44";"20/11/2024 08:24:43";"20/11/2024 09:00:00";"";"";"P-Ligne P : Défaut techniq...";"Situation perturbée inopinée";"Non";"Bord | multicanal";"";"Echue";"0";"Texte";"Ligne P : Défaut technique du matériel roulant / IV : Panne d'un train (117120)";"P";"N/A";"N/A";"N/A";"Ligne P Le train PIMO de 07h34 en direction de Paris-Est est supprimé. Motif panne d'un train à Château-Thierry.";"Meaux <> Château-Thierry, Paris Est <> Meaux";"";"";""
"94ba73cc-d131-448d-bb71-fdf7c178666b";"4ee4af7b-c7b3-4731-a11d-d5d9f56dcee6";"20/11/2024 07:59:55";"20/11/2024 08:24:44";"20/11/2024 08:24:43";"20/11/2024 09:00:00";"";"";"P-Ligne P : Défaut techniq...";"Situation perturbée inopinée";"Non";"Gare | multicanal";"";"Echue";"0";"Bas de page";"Ligne P : Défaut technique du matériel roulant / IV : Panne d'un train (117120)";"P";"N/A";"N/A";"N/A";"Ligne P Le train PIMO de 07h34 en direction de Paris-Est est supprimé. Motif panne d'un train à Château-Thierry.";"Meaux <> Château-Thierry, Paris Est <> Meaux";"Changis - Saint-Jean, Château-Thierry, Chézy-sur-Marne, La Ferté-sous-Jouarre, Meaux, Nanteuil - Saâcy, Nogent-L'Artaud - Charly, Trilport, Paris Est";"";""
"c6ed72a6-ff8f-47c3-a46a-b051de7ff64d";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 08:05:17";"20/11/2024 08:05:17";"20/11/2024 08:05:16";"20/11/2024 08:15:00";"";"";"Flash  J4 J6";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Texte et Sonore";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Ligne J. Trafic interrompu Paris St-Lazare - Argenteuil dans les 2 sens jusqu'à 09h et fortement perturbé sur le reste de la ligne. Motif : accident de personne";"Paris Saint-Lazare <> Ermont - Eaubonne, Paris Saint-Lazare <> Gisors, Paris Saint-Lazare <> Mantes-la-Jolie";"";"";""
"a93c3842-9247-432c-94ab-e87736a52865";"5f525eec-2a92-421f-8fa9-75e2528acd98";"20/11/2024 08:13:21";"20/11/2024 08:13:21";"20/11/2024 08:13:20";"20/11/2024 12:10:00";"";"";"8130";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Texte et Sonore";"Ligne P Correspondance GIV 20/11";"E";"N/A";"N/A";"N/A";"terminus Paris Est";"";"Pantin";"";"118130"
"40f7fe1a-6dfd-4828-af3d-90f560da1179";"2cf44cd2-24b8-4d04-ba38-43f78a5bcc0c";"20/11/2024 08:15:45";"20/11/2024 08:15:45";"20/11/2024 08:15:45";"20/11/2024 08:25:00";"";"";"136536";"Situation perturbée inopinée";"Non";"Bord";"";"Echue";"0";"Texte et Sonore";"J4 - J6 Accident de personne à Colombes";"J";"N/A";"N/A";"N/A";"Ce train a pour terminus la gare d'Argenteuil. Motif : accident grave de voyageur à Colombes.";"";"";"";"136536"
